team1,team2,toss_winner,toss_decision,venue,city,winner,team1_win_rate,team2_win_rate,team1_venue_wins,head_to_head_advantage
Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.5110132158590308,38,12
Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,"MA Chidambaram Stadium, Chepauk",Chennai,Royal Challengers Bengaluru,0.4711111111111111,0.5512820512820513,2,-5
Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,0.5799086757990868,0.4711111111111111,28,10
Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,"MA Chidambaram Stadium, Chepauk",Chennai,Mumbai Indians,0.5799086757990868,0.5512820512820513,28,-3
Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Eden Gardens,Kolkata,Delhi Capitals,0.5110132158590308,0.4419642857142857,40,3
Rajasthan Royals,Punjab Kings,Punjab Kings,field,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.49261083743842365,0.43891402714932126,26,4
Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bengaluru,0.4711111111111111,0.4419642857142857,20,8
Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.49261083743842365,0.5110132158590308,26,0
Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,M Chinnaswamy Stadium,Bangalore,Kolkata Knight Riders,0.4711111111111111,0.5110132158590308,20,-6
Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Feroz Shah Kotla,Delhi,Delhi Capitals,0.4419642857142857,0.5799086757990868,19,-8
Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.49261083743842365,38,1
Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,0.5799086757990868,0.4711111111111111,28,10
Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5110132158590308,0.49261083743842365,40,0
Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Eden Gardens,Kolkata,Punjab Kings,0.5110132158590308,0.43891402714932126,40,9
Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,bat,M Chinnaswamy Stadium,Bangalore,Rajasthan Royals,0.4711111111111111,0.49261083743842365,20,1
Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Wankhede Stadium,Mumbai,Delhi Capitals,0.5512820512820513,0.4419642857142857,38,3
Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kolkata Knight Riders,0.43891402714932126,0.5110132158590308,14,-9
Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Royal Challengers Bengaluru,0.43891402714932126,0.4711111111111111,14,1
Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,0.5799086757990868,0.49261083743842365,28,3
Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Wankhede Stadium,Mumbai,Punjab Kings,0.5512820512820513,0.43891402714932126,38,2
Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,Royal Challengers Bengaluru,0.49261083743842365,0.4711111111111111,26,-1
Punjab Kings,Mumbai Indians,Punjab Kings,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Mumbai Indians,0.43891402714932126,0.5512820512820513,14,-2
Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Feroz Shah Kotla,Delhi,Delhi Capitals,0.4419642857142857,0.5512820512820513,19,-3
Chennai Super Kings,Punjab Kings,Punjab Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,Punjab Kings,0.5799086757990868,0.43891402714932126,28,2
Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5110132158590308,0.4711111111111111,40,6
Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Feroz Shah Kotla,Delhi,Delhi Capitals,0.4419642857142857,0.49261083743842365,19,-1
Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,Kolkata Knight Riders,0.5799086757990868,0.5110132158590308,28,9
Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Sawai Mansingh Stadium,Jaipur,Delhi Capitals,0.49261083743842365,0.4419642857142857,26,1
Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,M Chinnaswamy Stadium,Bangalore,Punjab Kings,0.4711111111111111,0.43891402714932126,20,-1
Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Rajasthan Royals,0.43891402714932126,0.49261083743842365,14,-4
Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.5799086757990868,38,3
Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Feroz Shah Kotla,Delhi,Kolkata Knight Riders,0.4419642857142857,0.5110132158590308,19,-3
Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Wankhede Stadium,Mumbai,Royal Challengers Bengaluru,0.5512820512820513,0.4711111111111111,38,5
Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,0.49261083743842365,0.5799086757990868,26,-3
Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Eden Gardens,Kolkata,Mumbai Indians,0.5110132158590308,0.5512820512820513,40,-12
Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,0.5799086757990868,0.4419642857142857,28,8
Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,0.4711111111111111,0.5512820512820513,20,-5
Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Eden Gardens,Kolkata,Chennai Super Kings,0.5110132158590308,0.5799086757990868,40,-9
Delhi Capitals,Punjab Kings,Punjab Kings,bat,Feroz Shah Kotla,Delhi,Delhi Capitals,0.4419642857142857,0.43891402714932126,19,-1
Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,Mumbai,Kolkata Knight Riders,0.5512820512820513,0.5110132158590308,38,12
Punjab Kings,Chennai Super Kings,Punjab Kings,field,Himachal Pradesh Cricket Association Stadium,Dharamsala,Punjab Kings,0.43891402714932126,0.5799086757990868,5,-2
Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,field,Feroz Shah Kotla,Delhi,Royal Challengers Bengaluru,0.4419642857142857,0.4711111111111111,19,-8
Punjab Kings,Delhi Capitals,Delhi Capitals,field,Himachal Pradesh Cricket Association Stadium,Dharamsala,Delhi Capitals,0.43891402714932126,0.4419642857142857,5,1
Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Sawai Mansingh Stadium,Jaipur,Mumbai Indians,0.49261083743842365,0.5512820512820513,26,-1
Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Subrata Roy Sahara Stadium,Pune,Kolkata Knight Riders,0.4419642857142857,0.5110132158590308,0,-3
Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Bangalore,Chennai Super Kings,0.5799086757990868,0.5512820512820513,4,-3
Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,0.4419642857142857,0.5799086757990868,2,-8
Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,Kolkata Knight Riders,0.5110132158590308,0.5799086757990868,2,-9
Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5110132158590308,0.4419642857142857,40,3
Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bengaluru,0.4711111111111111,0.5512820512820513,20,-5
Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Feroz Shah Kotla,Delhi,Rajasthan Royals,0.4419642857142857,0.49261083743842365,19,-1
Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,"MA Chidambaram Stadium, Chepauk",Chennai,Mumbai Indians,0.5799086757990868,0.5512820512820513,28,-3
Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,0.4678362573099415,0.4711111111111111,17,2
Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.49261083743842365,0.5110132158590308,26,0
Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.4419642857142857,38,3
Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bengaluru,0.4711111111111111,0.4678362573099415,20,-2
Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Chennai Super Kings,0.43891402714932126,0.5799086757990868,14,-2
Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bengaluru,0.4711111111111111,0.5110132158590308,20,-6
Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Feroz Shah Kotla,Delhi,Sunrisers Hyderabad,0.4419642857142857,0.4678362573099415,19,-2
Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,0.5799086757990868,0.4711111111111111,28,10
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5110132158590308,0.4678362573099415,40,10
Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.49261083743842365,0.43891402714932126,26,4
Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Punjab Kings,0.43891402714932126,0.5110132158590308,14,-9
Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,field,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bengaluru,0.4711111111111111,0.4419642857142857,20,8
Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.49261083743842365,0.5512820512820513,26,-1
Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Feroz Shah Kotla,Delhi,Chennai Super Kings,0.4419642857142857,0.5799086757990868,19,-8
Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,0.4678362573099415,0.43891402714932126,17,9
Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Eden Gardens,Kolkata,Chennai Super Kings,0.5110132158590308,0.5799086757990868,40,-9
Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bengaluru,0.4711111111111111,0.49261083743842365,20,1
Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Feroz Shah Kotla,Delhi,Delhi Capitals,0.4419642857142857,0.5512820512820513,19,-3
Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,0.5799086757990868,0.49261083743842365,28,3
Delhi Capitals,Punjab Kings,Punjab Kings,field,Feroz Shah Kotla,Delhi,Punjab Kings,0.4419642857142857,0.43891402714932126,19,-1
Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Eden Gardens,Kolkata,Mumbai Indians,0.5110132158590308,0.5512820512820513,40,-12
Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,0.5799086757990868,0.4678362573099415,28,9
Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5110132158590308,0.43891402714932126,40,9
Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.49261083743842365,0.4678362573099415,26,-2
Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.4711111111111111,38,5
Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,0.5799086757990868,0.5110132158590308,28,9
Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.49261083743842365,0.4711111111111111,26,-1
Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.43891402714932126,38,2
Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,0.4678362573099415,0.5512820512820513,17,-3
Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Shaheed Veer Narayan Singh International Stadium,Raipur,Delhi Capitals,0.4419642857142857,0.5110132158590308,3,-3
Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,0.5799086757990868,0.43891402714932126,28,2
Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5110132158590308,0.49261083743842365,40,0
Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,0.4678362573099415,0.4419642857142857,17,2
Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.5799086757990868,38,3
Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Punjab Kings,0.43891402714932126,0.4711111111111111,14,1
Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.49261083743842365,0.4419642857142857,26,1
Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.5110132158590308,38,12
Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Chennai Super Kings,0.4678362573099415,0.5799086757990868,17,-9
Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Rajasthan Royals,0.43891402714932126,0.49261083743842365,14,-4
Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,field,Feroz Shah Kotla,Delhi,Royal Challengers Bengaluru,0.4419642857142857,0.4711111111111111,19,-8
Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Sunrisers Hyderabad,0.43891402714932126,0.4678362573099415,14,-9
Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,field,JSCA International Stadium Complex,Ranchi,Kolkata Knight Riders,0.5110132158590308,0.4711111111111111,1,6
Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.49261083743842365,0.5799086757990868,26,-3
Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.4678362573099415,38,3
Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,M Chinnaswamy Stadium,Bangalore,Punjab Kings,0.4711111111111111,0.43891402714932126,20,-1
Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,0.5799086757990868,0.4419642857142857,28,8
Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.49261083743842365,38,1
Punjab Kings,Delhi Capitals,Delhi Capitals,field,Himachal Pradesh Cricket Association Stadium,Dharamsala,Punjab Kings,0.43891402714932126,0.4419642857142857,5,1
Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,0.4678362573099415,0.49261083743842365,17,2
Punjab Kings,Mumbai Indians,Mumbai Indians,field,Himachal Pradesh Cricket Association Stadium,Dharamsala,Punjab Kings,0.43891402714932126,0.5512820512820513,5,-2
Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bengaluru,0.4711111111111111,0.5799086757990868,20,-10
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,0.4678362573099415,0.5110132158590308,17,-10
Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Feroz Shah Kotla,Delhi,Chennai Super Kings,0.5799086757990868,0.5512820512820513,5,-3
Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Feroz Shah Kotla,Delhi,Rajasthan Royals,0.49261083743842365,0.4678362573099415,4,-2
Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Eden Gardens,Kolkata,Mumbai Indians,0.5512820512820513,0.49261083743842365,10,1
Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Eden Gardens,Kolkata,Mumbai Indians,0.5799086757990868,0.5512820512820513,5,-3
Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,0.5512820512820513,0.5110132158590308,6,12
Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sharjah Cricket Stadium,Unknown,Royal Challengers Bengaluru,0.4419642857142857,0.4711111111111111,5,-8
Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Sheikh Zayed Stadium,Abu Dhabi,Punjab Kings,0.5799086757990868,0.43891402714932126,3,2
Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,0.4678362573099415,0.49261083743842365,2,2
Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,field,Dubai International Cricket Stadium,Unknown,Royal Challengers Bengaluru,0.4711111111111111,0.5512820512820513,8,-5
Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Dubai International Cricket Stadium,Unknown,Delhi Capitals,0.5110132158590308,0.4419642857142857,3,3
Rajasthan Royals,Punjab Kings,Punjab Kings,field,Sharjah Cricket Stadium,Unknown,Punjab Kings,0.49261083743842365,0.43891402714932126,2,4
Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Sheikh Zayed Stadium,Abu Dhabi,Chennai Super Kings,0.5799086757990868,0.4419642857142857,3,8
Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sharjah Cricket Stadium,Unknown,Punjab Kings,0.43891402714932126,0.4678362573099415,5,-9
Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Dubai International Cricket Stadium,Unknown,Chennai Super Kings,0.49261083743842365,0.5799086757990868,2,-3
Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,Sharjah Cricket Stadium,Unknown,Kolkata Knight Riders,0.4711111111111111,0.5110132158590308,3,-6
Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Unknown,Sunrisers Hyderabad,0.4678362573099415,0.4419642857142857,7,2
Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Dubai International Cricket Stadium,Unknown,Chennai Super Kings,0.5799086757990868,0.5512820512820513,9,-3
Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,0.49261083743842365,0.4711111111111111,6,-1
Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Sheikh Zayed Stadium,Abu Dhabi,Punjab Kings,0.5110132158590308,0.43891402714932126,6,9
Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Sharjah Cricket Stadium,Unknown,Delhi Capitals,0.4419642857142857,0.5512820512820513,5,-3
Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sharjah Cricket Stadium,Unknown,Chennai Super Kings,0.4678362573099415,0.5799086757990868,2,-9
Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,field,Dubai International Cricket Stadium,Unknown,Punjab Kings,0.43891402714932126,0.4711111111111111,7,1
Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,0.5110132158590308,0.49261083743842365,6,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Dubai International Cricket Stadium,Unknown,Sunrisers Hyderabad,0.5512820512820513,0.4678362573099415,3,3
Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,JSCA International Stadium Complex,Ranchi,Chennai Super Kings,0.5799086757990868,0.5110132158590308,3,9
Mumbai Indians,Punjab Kings,Punjab Kings,bat,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.43891402714932126,38,2
Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Feroz Shah Kotla,Delhi,Rajasthan Royals,0.4419642857142857,0.49261083743842365,19,-1
Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bengaluru,0.4711111111111111,0.4678362573099415,20,-2
Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Sardar Patel Stadium, Motera",Ahmedabad,Rajasthan Royals,0.49261083743842365,0.5110132158590308,6,0
Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Feroz Shah Kotla,Delhi,Chennai Super Kings,0.4419642857142857,0.5799086757990868,19,-8
Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.4711111111111111,38,5
Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Feroz Shah Kotla,Delhi,Kolkata Knight Riders,0.4419642857142857,0.5110132158590308,19,-3
Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Barabati Stadium,Cuttack,Punjab Kings,0.43891402714932126,0.5799086757990868,1,-2
Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,"Sardar Patel Stadium, Motera",Ahmedabad,Sunrisers Hyderabad,0.49261083743842365,0.4678362573099415,6,-2
Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,field,M Chinnaswamy Stadium,Bangalore,Punjab Kings,0.4711111111111111,0.43891402714932126,20,-1
Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Feroz Shah Kotla,Delhi,Sunrisers Hyderabad,0.4419642857142857,0.4678362573099415,19,-2
Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Mumbai,Chennai Super Kings,0.5512820512820513,0.5799086757990868,38,3
Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Barabati Stadium,Cuttack,Kolkata Knight Riders,0.43891402714932126,0.5110132158590308,1,-9
Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,M Chinnaswamy Stadium,Bangalore,Rajasthan Royals,0.4711111111111111,0.49261083743842365,20,1
Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Mumbai Indians,0.4678362573099415,0.5512820512820513,17,-3
Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,JSCA International Stadium Complex,Ranchi,Chennai Super Kings,0.5799086757990868,0.49261083743842365,3,3
Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bengaluru,0.4711111111111111,0.4419642857142857,20,8
Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Punjab Kings,0.4678362573099415,0.43891402714932126,17,9
Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Barabati Stadium,Cuttack,Kolkata Knight Riders,0.5110132158590308,0.5512820512820513,2,-12
Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,"Sardar Patel Stadium, Motera",Ahmedabad,Rajasthan Royals,0.49261083743842365,0.4419642857142857,6,1
Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,JSCA International Stadium Complex,Ranchi,Royal Challengers Bengaluru,0.5799086757990868,0.4711111111111111,3,10
Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Kolkata Knight Riders,0.4678362573099415,0.5110132158590308,17,-10
Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,"Sardar Patel Stadium, Motera",Ahmedabad,Mumbai Indians,0.49261083743842365,0.5512820512820513,6,-1
Delhi Capitals,Punjab Kings,Punjab Kings,field,Feroz Shah Kotla,Delhi,Punjab Kings,0.4419642857142857,0.43891402714932126,19,-1
Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,0.4678362573099415,0.4711111111111111,17,2
Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5110132158590308,0.5799086757990868,40,-9
Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Mumbai Indians,0.43891402714932126,0.5512820512820513,14,-2
Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5110132158590308,0.4711111111111111,40,6
Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,JSCA International Stadium Complex,Ranchi,Sunrisers Hyderabad,0.5799086757990868,0.4678362573099415,3,9
Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.4419642857142857,38,3
