team1,team2,toss_winner,toss_decision,venue,city,winner,team1_win_rate,team2_win_rate,team1_venue_wins,head_to_head_advantage
Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sawai Mansingh Stadium,Jaipur,Sunrisers Hyderabad,0.4678362573099415,0.49261083743842365,1,2
Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,M.Chinnaswamy Stadium,Bengaluru,Kolkata Knight Riders,0.4711111111111111,0.5110132158590308,8,-6
Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,0.5799086757990868,0.4419642857142857,5,8
Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,M.Chinnaswamy Stadium,Bengaluru,Royal Challengers Bengaluru,0.4711111111111111,0.5512820512820513,8,-5
Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Arun Jaitley Stadium,Delhi,Delhi Capitals,0.4419642857142857,0.49261083743842365,8,-1
Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5799086757990868,0.5110132158590308,5,9
Punjab Kings,Mumbai Indians,Mumbai Indians,field,Holkar Cricket Stadium,Indore,Mumbai Indians,0.43891402714932126,0.5512820512820513,2,-2
Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,0.4711111111111111,0.5799086757990868,1,-10
Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,0.4419642857142857,0.4678362573099415,1,-2
Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.5110132158590308,38,12
Rajasthan Royals,Punjab Kings,Punjab Kings,field,Holkar Cricket Stadium,Indore,Punjab Kings,0.49261083743842365,0.43891402714932126,0,4
Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,0.4678362573099415,0.4711111111111111,10,2
Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.49261083743842365,0.43891402714932126,26,4
Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata,Mumbai Indians,0.5512820512820513,0.5110132158590308,10,12
Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Arun Jaitley Stadium,Delhi,Sunrisers Hyderabad,0.4419642857142857,0.4678362573099415,8,-2
Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.5799086757990868,0.49261083743842365,3,3
Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Holkar Cricket Stadium,Indore,Kolkata Knight Riders,0.5110132158590308,0.43891402714932126,1,9
Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Arun Jaitley Stadium,Delhi,Royal Challengers Bengaluru,0.4419642857142857,0.4711111111111111,8,-8
Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,0.4678362573099415,0.5799086757990868,0,-9
Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,Mumbai,Rajasthan Royals,0.5512820512820513,0.49261083743842365,38,1
Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Holkar Cricket Stadium,Indore,Royal Challengers Bengaluru,0.43891402714932126,0.4711111111111111,2,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata,Kolkata Knight Riders,0.49261083743842365,0.5110132158590308,2,0
Mumbai Indians,Punjab Kings,Punjab Kings,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.43891402714932126,38,2
Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,M.Chinnaswamy Stadium,Bengaluru,Royal Challengers Bengaluru,0.4711111111111111,0.4678362573099415,8,-2
Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Arun Jaitley Stadium,Delhi,Delhi Capitals,0.4419642857142857,0.5799086757990868,8,-8
Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.49261083743842365,0.4711111111111111,26,-1
Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Rajiv Gandhi International Stadium,Hyderabad,Kolkata Knight Riders,0.4678362573099415,0.5110132158590308,10,-10
Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Arun Jaitley Stadium,Delhi,Delhi Capitals,0.4419642857142857,0.5512820512820513,8,-3
Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,0.43891402714932126,0.5799086757990868,0,-2
Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Mumbai,Chennai Super Kings,0.4678362573099415,0.5799086757990868,1,-9
Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5110132158590308,0.49261083743842365,40,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata,Sunrisers Hyderabad,0.4678362573099415,0.5110132158590308,2,-10
Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Mumbai,Chennai Super Kings,0.4678362573099415,0.5799086757990868,1,-9
Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Chennai,Chennai Super Kings,0.4711111111111111,0.5799086757990868,0,-10
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata,Kolkata Knight Riders,0.4678362573099415,0.5110132158590308,2,-10
Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai,Delhi Capitals,0.4419642857142857,0.5512820512820513,3,-3
Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,Punjab Kings,0.43891402714932126,0.49261083743842365,1,-4
Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Arun Jaitley Stadium,Delhi,Chennai Super Kings,0.4419642857142857,0.5799086757990868,8,-8
Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5110132158590308,0.43891402714932126,40,9
Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,M.Chinnaswamy Stadium,Bengaluru,Mumbai Indians,0.5512820512820513,0.4711111111111111,1,5
Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,0.49261083743842365,0.4678362573099415,0,-2
Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,0.5512820512820513,0.43891402714932126,0,2
Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Arun Jaitley Stadium,Delhi,Delhi Capitals,0.5110132158590308,0.4419642857142857,0,3
Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,0.4678362573099415,0.4711111111111111,10,2
Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,MA Chidambaram Stadium,Chennai,Chennai Super Kings,0.5799086757990868,0.49261083743842365,7,3
Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,0.43891402714932126,0.4419642857142857,8,1
Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.4711111111111111,0.49261083743842365,3,1
Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.5799086757990868,38,3
Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Arun Jaitley Stadium,Delhi,Sunrisers Hyderabad,0.4419642857142857,0.4678362573099415,8,-2
Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,M.Chinnaswamy Stadium,Bengaluru,Kolkata Knight Riders,0.4711111111111111,0.5110132158590308,8,-6
Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,MA Chidambaram Stadium,Chennai,Chennai Super Kings,0.5799086757990868,0.43891402714932126,7,2
Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Hyderabad,Mumbai Indians,0.5512820512820513,0.4678362573099415,2,3
Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,M.Chinnaswamy Stadium,Bengaluru,Delhi Capitals,0.4711111111111111,0.4419642857142857,8,8
Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,Jaipur,Kolkata Knight Riders,0.49261083743842365,0.5110132158590308,26,0
Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,0.4678362573099415,0.43891402714932126,0,9
Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Chennai,Chennai Super Kings,0.5110132158590308,0.5799086757990868,0,-9
Punjab Kings,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.43891402714932126,0.5512820512820513,5,-2
Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,0.49261083743842365,0.5799086757990868,26,-3
Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Eden Gardens,Kolkata,Delhi Capitals,0.5110132158590308,0.4419642857142857,40,3
Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,Mumbai,Rajasthan Royals,0.5512820512820513,0.49261083743842365,38,1
Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Royal Challengers Bengaluru,0.43891402714932126,0.4711111111111111,8,1
Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Eden Gardens,Kolkata,Chennai Super Kings,0.5110132158590308,0.5799086757990868,40,-9
Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Hyderabad,Delhi Capitals,0.4419642857142857,0.4678362573099415,1,-2
Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.4711111111111111,0.5512820512820513,3,-5
Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,0.43891402714932126,0.49261083743842365,8,-4
Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,0.5799086757990868,0.4678362573099415,1,9
Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Arun Jaitley Stadium,Delhi,Mumbai Indians,0.5512820512820513,0.4419642857142857,1,3
Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata,Royal Challengers Bengaluru,0.4711111111111111,0.5110132158590308,4,-6
Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.5512820512820513,0.49261083743842365,2,1
Punjab Kings,Delhi Capitals,Delhi Capitals,field,Arun Jaitley Stadium,Delhi,Delhi Capitals,0.43891402714932126,0.4419642857142857,1,1
Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,0.5110132158590308,0.4678362573099415,1,10
Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,M.Chinnaswamy Stadium,Bengaluru,Royal Challengers Bengaluru,0.4711111111111111,0.5799086757990868,8,-10
Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Sawai Mansingh Stadium,Jaipur,Delhi Capitals,0.49261083743842365,0.4419642857142857,26,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Chennai,Chennai Super Kings,0.4678362573099415,0.5799086757990868,0,-9
Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,M.Chinnaswamy Stadium,Bengaluru,Royal Challengers Bengaluru,0.4711111111111111,0.43891402714932126,8,-1
Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,Kolkata,Rajasthan Royals,0.5110132158590308,0.49261083743842365,40,0
Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Chennai,Mumbai Indians,0.5512820512820513,0.5799086757990868,2,3
Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,0.4678362573099415,0.49261083743842365,1,2
Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,Arun Jaitley Stadium,Delhi,Delhi Capitals,0.4419642857142857,0.4711111111111111,8,-8
Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Eden Gardens,Kolkata,Kolkata Knight Riders,0.5110132158590308,0.5512820512820513,40,-12
Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,0.4678362573099415,0.43891402714932126,10,9
Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,MA Chidambaram Stadium,Chennai,Chennai Super Kings,0.5799086757990868,0.4419642857142857,7,8
Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Wankhede Stadium,Mumbai,Mumbai Indians,0.5512820512820513,0.4678362573099415,38,3
Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Kolkata Knight Riders,0.43891402714932126,0.5110132158590308,8,-9
Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Arun Jaitley Stadium,Delhi,Delhi Capitals,0.49261083743842365,0.4419642857142857,0,1
Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,M.Chinnaswamy Stadium,Bengaluru,Royal Challengers Bengaluru,0.4678362573099415,0.4711111111111111,0,2
Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,0.5799086757990868,0.43891402714932126,0,2
Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai,Mumbai Indians,0.5110132158590308,0.5512820512820513,1,-12
Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,MA Chidambaram Stadium,Chennai,Mumbai Indians,0.5799086757990868,0.5512820512820513,7,-3
Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Delhi Capitals,0.4678362573099415,0.4419642857142857,2,2
Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Chennai Super Kings,0.4419642857142857,0.5799086757990868,2,-8
Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Rajiv Gandhi International Stadium,Hyderabad,Mumbai Indians,0.5512820512820513,0.5799086757990868,2,3
Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Sheikh Zayed Stadium,Abu Dhabi,Chennai Super Kings,0.5512820512820513,0.5799086757990868,6,3
Delhi Capitals,Punjab Kings,Punjab Kings,field,Dubai International Cricket Stadium,Unknown,Delhi Capitals,0.4419642857142857,0.43891402714932126,7,-1
Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Dubai International Cricket Stadium,Unknown,Royal Challengers Bengaluru,0.4711111111111111,0.4678362573099415,8,-2
Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Sharjah Cricket Stadium,Unknown,Rajasthan Royals,0.49261083743842365,0.5799086757990868,2,-3
Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Sheikh Zayed Stadium,Abu Dhabi,Mumbai Indians,0.5512820512820513,0.5110132158590308,6,12
Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Dubai International Cricket Stadium,Unknown,Punjab Kings,0.43891402714932126,0.4711111111111111,7,1
Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Dubai International Cricket Stadium,Unknown,Delhi Capitals,0.4419642857142857,0.5799086757990868,7,-8
Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,0.4678362573099415,0.5110132158590308,2,-10
Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Sharjah Cricket Stadium,Unknown,Rajasthan Royals,0.43891402714932126,0.49261083743842365,5,-4
Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Dubai International Cricket Stadium,Unknown,Royal Challengers Bengaluru,0.4711111111111111,0.5512820512820513,8,-5
Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sheikh Zayed Stadium,Abu Dhabi,Sunrisers Hyderabad,0.4678362573099415,0.4419642857142857,2,2
Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Dubai International Cricket Stadium,Unknown,Kolkata Knight Riders,0.5110132158590308,0.49261083743842365,3,0
Mumbai Indians,Punjab Kings,Punjab Kings,field,Sheikh Zayed Stadium,Abu Dhabi,Mumbai Indians,0.5512820512820513,0.43891402714932126,6,2
Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Unknown,Sunrisers Hyderabad,0.4678362573099415,0.5799086757990868,7,-9
Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,Sheikh Zayed Stadium,Abu Dhabi,Royal Challengers Bengaluru,0.49261083743842365,0.4711111111111111,6,-1
Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sharjah Cricket Stadium,Unknown,Delhi Capitals,0.4419642857142857,0.5110132158590308,5,-3
Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Dubai International Cricket Stadium,Unknown,Chennai Super Kings,0.43891402714932126,0.5799086757990868,7,-2
Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sharjah Cricket Stadium,Unknown,Mumbai Indians,0.5512820512820513,0.4678362573099415,3,3
Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Dubai International Cricket Stadium,Unknown,Delhi Capitals,0.4419642857142857,0.4711111111111111,7,-8
Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Sheikh Zayed Stadium,Abu Dhabi,Mumbai Indians,0.5512820512820513,0.49261083743842365,6,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,0.5110132158590308,0.5799086757990868,6,-9
Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Unknown,Sunrisers Hyderabad,0.4678362573099415,0.43891402714932126,7,9
Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Sharjah Cricket Stadium,Unknown,Delhi Capitals,0.4419642857142857,0.49261083743842365,5,-1
Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,0.5110132158590308,0.43891402714932126,6,9
Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,Dubai International Cricket Stadium,Unknown,Royal Challengers Bengaluru,0.4711111111111111,0.5799086757990868,8,-10
Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Unknown,Rajasthan Royals,0.4678362573099415,0.49261083743842365,7,2
Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Sheikh Zayed Stadium,Abu Dhabi,Mumbai Indians,0.4419642857142857,0.5512820512820513,2,-3
Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Sharjah Cricket Stadium,Unknown,Royal Challengers Bengaluru,0.4711111111111111,0.5110132158590308,3,-6
Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Dubai International Cricket Stadium,Unknown,Chennai Super Kings,0.5799086757990868,0.4678362573099415,9,9
Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Dubai International Cricket Stadium,Unknown,Delhi Capitals,0.4419642857142857,0.49261083743842365,7,-1
Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Sharjah Cricket Stadium,Unknown,Punjab Kings,0.4711111111111111,0.43891402714932126,3,-1
Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,Abu Dhabi,Mumbai Indians,0.5110132158590308,0.5512820512820513,6,-12
Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Sharjah Cricket Stadium,Unknown,Delhi Capitals,0.5799086757990868,0.4419642857142857,3,8
Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,Dubai International Cricket Stadium,Unknown,Royal Challengers Bengaluru,0.49261083743842365,0.4711111111111111,2,-1
Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,0.5110132158590308,0.4678362573099415,6,10
Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Dubai International Cricket Stadium,Unknown,Punjab Kings,0.5512820512820513,0.43891402714932126,3,2
Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,0.5799086757990868,0.49261083743842365,3,3
Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Dubai International Cricket Stadium,Unknown,Punjab Kings,0.4419642857142857,0.43891402714932126,7,-1
Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,Abu Dhabi,Royal Challengers Bengaluru,0.5110132158590308,0.4711111111111111,6,6
Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Dubai International Cricket Stadium,Unknown,Sunrisers Hyderabad,0.49261083743842365,0.4678362573099415,2,-2
Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Sharjah Cricket Stadium,Unknown,Mumbai Indians,0.5799086757990868,0.5512820512820513,3,-3
Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,0.5110132158590308,0.4419642857142857,6,3
Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Dubai International Cricket Stadium,Unknown,Punjab Kings,0.43891402714932126,0.4678362573099415,7,-9
Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,0.5512820512820513,0.49261083743842365,6,1
Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,Dubai International Cricket Stadium,Unknown,Chennai Super Kings,0.4711111111111111,0.5799086757990868,8,-10
Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Sharjah Cricket Stadium,Unknown,Punjab Kings,0.5110132158590308,0.43891402714932126,5,9
Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Dubai International Cricket Stadium,Unknown,Sunrisers Hyderabad,0.4678362573099415,0.4419642857142857,7,2
Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Sheikh Zayed Stadium,Abu Dhabi,Mumbai Indians,0.4711111111111111,0.5512820512820513,2,-5
Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Dubai International Cricket Stadium,Unknown,Chennai Super Kings,0.5110132158590308,0.5799086757990868,3,-9
Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,0.43891402714932126,0.49261083743842365,2,-4
Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sharjah Cricket Stadium,Unknown,Sunrisers Hyderabad,0.4711111111111111,0.4678362573099415,3,-2
Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Dubai International Cricket Stadium,Unknown,Mumbai Indians,0.4419642857142857,0.5512820512820513,7,-3
Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Sheikh Zayed Stadium,Abu Dhabi,Chennai Super Kings,0.43891402714932126,0.5799086757990868,2,-2
Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Dubai International Cricket Stadium,Unknown,Kolkata Knight Riders,0.5110132158590308,0.49261083743842365,3,0
Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Sheikh Zayed Stadium,Abu Dhabi,Delhi Capitals,0.4711111111111111,0.4419642857142857,2,8
Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sharjah Cricket Stadium,Unknown,Sunrisers Hyderabad,0.5512820512820513,0.4678362573099415,3,3
Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Dubai International Cricket Stadium,Unknown,Mumbai Indians,0.5512820512820513,0.4419642857142857,3,3
Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sheikh Zayed Stadium,Abu Dhabi,Sunrisers Hyderabad,0.4711111111111111,0.4678362573099415,2,-2
Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sheikh Zayed Stadium,Abu Dhabi,Delhi Capitals,0.4419642857142857,0.4678362573099415,2,-2
Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Dubai International Cricket Stadium,Unknown,Mumbai Indians,0.4419642857142857,0.5512820512820513,7,-3
Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Royal Challengers Bengaluru,0.5512820512820513,0.4711111111111111,3,5
Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",Mumbai,Delhi Capitals,0.5799086757990868,0.4419642857142857,6,8
Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Kolkata Knight Riders,0.5110132158590308,0.4678362573099415,3,10
Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",Mumbai,Punjab Kings,0.43891402714932126,0.49261083743842365,4,-4
Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Mumbai Indians,0.5512820512820513,0.5110132158590308,3,12
Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Royal Challengers Bengaluru,0.4711111111111111,0.4678362573099415,3,-2
Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",Mumbai,Rajasthan Royals,0.4419642857142857,0.49261083743842365,3,-1
